item_idx,degree,degree_group,embedding_norm_mean,embedding_norm_std,dataset,log1p_degree
387,155,medium,2.9152396,0.03672055,MovieLens-1M,5.049856007249537
388,42,medium,2.8585289,0.00660119,MovieLens-1M,3.7612001156935624
389,21,medium,2.9610007,0.06147193,MovieLens-1M,3.091042453358316
390,22,medium,2.53026,0.013390591,MovieLens-1M,3.1354942159291497
391,10,medium,2.8393104,0.08612495,MovieLens-1M,2.3978952727983707
392,107,medium,2.9836485,0.022039155,MovieLens-1M,4.68213122712422
393,6,low,3.1765776,0.20835878,MovieLens-1M,1.9459101490553132
394,15,medium,3.02686,0.081559345,MovieLens-1M,2.772588722239781
395,59,medium,2.7812479,0.03293509,MovieLens-1M,4.0943445622221
396,42,medium,2.5067713,0.25260815,MovieLens-1M,3.7612001156935624
397,20,medium,2.369857,0.2089324,MovieLens-1M,3.044522437723423
398,76,medium,2.8421535,0.064466424,MovieLens-1M,4.343805421853684
399,14,medium,2.677234,0.059752844,MovieLens-1M,2.70805020110221
400,59,medium,2.6679192,0.13594986,MovieLens-1M,4.0943445622221
401,89,medium,2.878893,0.110400476,MovieLens-1M,4.499809670330265
402,27,medium,2.3334064,0.08009284,MovieLens-1M,3.332204510175204
403,192,medium,2.9959671,0.058723472,MovieLens-1M,5.262690188904886
404,33,medium,2.930773,0.07950503,MovieLens-1M,3.5263605246161616
405,3,low,2.6765096,0.070319176,MovieLens-1M,1.3862943611198906
406,228,medium,3.1628487,0.03831072,MovieLens-1M,5.43372200355424
407,59,medium,2.6599145,0.030957725,MovieLens-1M,4.0943445622221
408,7,low,2.6081812,0.13099656,MovieLens-1M,2.0794415416798357
409,242,high,3.215702,0.030120637,MovieLens-1M,5.493061443340548
410,109,medium,3.055212,0.101265036,MovieLens-1M,4.700480365792417
411,31,medium,2.714783,0.09327241,MovieLens-1M,3.4657359027997265
412,4,low,3.4952173,0.13311055,MovieLens-1M,1.6094379124341003
413,29,medium,2.7535236,0.057252917,MovieLens-1M,3.4011973816621555
414,2,low,2.941496,0.1649148,MovieLens-1M,1.0986122886681098
415,632,high,3.6978,0.07364226,MovieLens-1M,6.450470422144176
416,381,high,3.3581498,0.054786313,MovieLens-1M,5.945420608606575
417,203,medium,3.0520384,0.01383776,MovieLens-1M,5.318119993844216
418,14,medium,2.3492296,0.07944396,MovieLens-1M,2.70805020110221
419,11,medium,2.3412414,0.09624505,MovieLens-1M,2.4849066497880004
420,20,medium,2.0289423,0.015051549,MovieLens-1M,3.044522437723423
421,197,medium,3.1280715,0.03621907,MovieLens-1M,5.288267030694535
422,3,low,3.5991318,0.14571019,MovieLens-1M,1.3862943611198906
423,128,medium,2.5064046,0.03469462,MovieLens-1M,4.859812404361672
424,45,medium,2.862169,0.017556023,MovieLens-1M,3.828641396489095
425,92,medium,2.781222,0.02012831,MovieLens-1M,4.532599493153256
426,38,medium,2.6054397,0.056705426,MovieLens-1M,3.6635616461296463
427,18,medium,2.5506086,0.1484307,MovieLens-1M,2.9444389791664403
428,22,medium,2.780555,0.08885351,MovieLens-1M,3.1354942159291497
429,453,high,3.5779903,0.09390986,MovieLens-1M,6.118097198041348
430,51,medium,2.9652455,0.1056423,MovieLens-1M,3.9512437185814275
431,67,medium,2.4894412,0.09981301,MovieLens-1M,4.219507705176107
432,1592,high,4.576675,0.032616474,MovieLens-1M,7.373374309910049
433,35,medium,2.9818752,0.0835979,MovieLens-1M,3.58351893845611
434,36,medium,2.6570437,0.09840566,MovieLens-1M,3.6109179126442243
435,4,low,3.341649,0.17820433,MovieLens-1M,1.6094379124341003
436,38,medium,2.9815834,0.1004484,MovieLens-1M,3.6635616461296463
437,5,low,2.7345474,0.19672455,MovieLens-1M,1.791759469228055
438,10,medium,2.8552504,0.1390838,MovieLens-1M,2.3978952727983707
439,48,medium,2.9247615,0.0592506,MovieLens-1M,3.8918202981106265
440,48,medium,2.1691272,0.1801815,MovieLens-1M,3.8918202981106265
441,144,medium,2.9892433,0.06783733,MovieLens-1M,4.976733742420574
442,23,medium,2.2635136,0.17083538,MovieLens-1M,3.1780538303479458
443,143,medium,2.8168144,0.0646927,MovieLens-1M,4.969813299576001
444,21,medium,2.9969184,0.041892003,MovieLens-1M,3.091042453358316
445,1,low,3.7778022,0.17648648,MovieLens-1M,0.6931471805599453
446,350,high,3.1485355,0.041632712,MovieLens-1M,5.860786223465865
447,10,medium,2.2723155,0.33552843,MovieLens-1M,2.3978952727983707
448,14,medium,3.0204468,0.120356634,MovieLens-1M,2.70805020110221
449,672,high,3.8277552,0.053870652,MovieLens-1M,6.511745329644728
450,227,medium,3.0313408,0.03661795,MovieLens-1M,5.429345628954441
451,8,low,2.7203865,0.05892538,MovieLens-1M,2.1972245773362196
452,103,medium,2.7352343,0.11759922,MovieLens-1M,4.6443908991413725
453,2,low,3.0391798,0.043222543,MovieLens-1M,1.0986122886681098
454,29,medium,2.5638487,0.07105328,MovieLens-1M,3.4011973816621555
455,1698,high,4.6596336,0.04608953,MovieLens-1M,7.4377951216719325
456,137,medium,2.9975197,0.048243392,MovieLens-1M,4.927253685157205
457,89,medium,3.117195,0.1343388,MovieLens-1M,4.499809670330265
458,46,medium,2.7865896,0.17599227,MovieLens-1M,3.8501476017100584
459,7,low,3.8957732,0.07425235,MovieLens-1M,2.0794415416798357
460,84,medium,2.8258793,0.121233225,MovieLens-1M,4.442651256490317
461,17,medium,3.0876553,0.030408865,MovieLens-1M,2.8903717578961645
462,14,medium,3.0917747,0.06847288,MovieLens-1M,2.70805020110221
463,18,medium,2.6327398,0.12618966,MovieLens-1M,2.9444389791664403
464,11,medium,2.370365,0.032489296,MovieLens-1M,2.4849066497880004
465,86,medium,2.613536,0.035308532,MovieLens-1M,4.465908118654584
466,92,medium,2.7835283,0.014109273,MovieLens-1M,4.532599493153256
467,211,medium,3.0950956,0.038331933,MovieLens-1M,5.356586274672012
468,174,medium,3.202407,0.021621484,MovieLens-1M,5.1647859739235145
469,194,medium,3.1734636,0.08369574,MovieLens-1M,5.272999558563747
470,21,medium,2.7472827,0.015402229,MovieLens-1M,3.091042453358316
471,15,medium,2.9503314,0.16300419,MovieLens-1M,2.772588722239781
472,487,high,3.6625273,0.03137167,MovieLens-1M,6.1903154058531475
473,12,medium,2.6444006,0.14459705,MovieLens-1M,2.5649493574615367
474,8,low,2.660449,0.04484853,MovieLens-1M,2.1972245773362196
475,400,high,3.398081,0.0343141,MovieLens-1M,5.993961427306569
476,50,medium,3.2065487,0.10025688,MovieLens-1M,3.9318256327243257
477,10,medium,3.1958094,0.18422395,MovieLens-1M,2.3978952727983707
478,8,low,2.84762,0.2478871,MovieLens-1M,2.1972245773362196
479,54,medium,2.5389733,0.09869536,MovieLens-1M,4.007333185232471
480,10,medium,2.4346101,0.093851626,MovieLens-1M,2.3978952727983707
481,62,medium,2.7287734,0.09642584,MovieLens-1M,4.143134726391533
482,166,medium,2.8204882,0.05584342,MovieLens-1M,5.117993812416755
483,390,high,3.33332,0.01566992,MovieLens-1M,5.968707559985366
484,383,high,3.3659794,0.04905517,MovieLens-1M,5.950642552587727
485,5,low,3.3109887,0.12555055,MovieLens-1M,1.791759469228055
486,54,medium,3.218178,0.15879393,MovieLens-1M,4.007333185232471
487,49,medium,3.0471628,0.026791282,MovieLens-1M,3.912023005428146
488,26,medium,2.2733202,0.08440675,MovieLens-1M,3.295836866004329
489,191,medium,2.895647,0.06375374,MovieLens-1M,5.2574953720277815
490,319,high,3.1120632,0.041801393,MovieLens-1M,5.768320995793772
491,62,medium,2.6215932,0.11320679,MovieLens-1M,4.143134726391533
492,138,medium,2.8785036,0.09621244,MovieLens-1M,4.9344739331306915
493,26,medium,2.333851,0.06880977,MovieLens-1M,3.295836866004329
494,11,medium,3.057649,0.1138412,MovieLens-1M,2.4849066497880004
495,121,medium,3.1048052,0.051057834,MovieLens-1M,4.804021044733257
496,59,medium,2.679054,0.10072601,MovieLens-1M,4.0943445622221
497,47,medium,2.6242046,0.059926976,MovieLens-1M,3.871201010907891
498,70,medium,2.7386906,0.04895692,MovieLens-1M,4.2626798770413155
499,264,high,3.512378,0.06733915,MovieLens-1M,5.579729825986222
500,9,low,2.8419254,0.06132005,MovieLens-1M,2.302585092994046
501,2,low,3.4609687,0.051452845,MovieLens-1M,1.0986122886681098
502,2041,high,4.7122517,0.03082228,MovieLens-1M,7.621684998724611
503,11,medium,2.3311558,0.06704489,MovieLens-1M,2.4849066497880004
504,520,high,3.354455,0.050306063,MovieLens-1M,6.255750041753367
505,1,low,4.057489,0.11607481,MovieLens-1M,0.6931471805599453
506,213,medium,3.2942762,0.093795195,MovieLens-1M,5.365976015021851
507,154,medium,3.0474606,0.026011609,MovieLens-1M,5.043425116919247
508,46,medium,2.709628,0.09787644,MovieLens-1M,3.8501476017100584
509,192,medium,2.887226,0.047530625,MovieLens-1M,5.262690188904886
510,201,medium,3.0241928,0.06933798,MovieLens-1M,5.308267697401205
511,24,medium,2.4101884,0.11780731,MovieLens-1M,3.2188758248682006
512,65,medium,2.6388717,0.04173012,MovieLens-1M,4.189654742026425
513,200,medium,2.80456,0.08991215,MovieLens-1M,5.303304908059076
514,613,high,4.0007873,0.10419679,MovieLens-1M,6.419994928147142
515,14,medium,3.0144336,0.17492147,MovieLens-1M,2.70805020110221
516,1455,high,4.6309495,0.05507945,MovieLens-1M,7.283448228756631
517,51,medium,2.879734,0.031603705,MovieLens-1M,3.9512437185814275
518,326,high,3.1958904,0.042833563,MovieLens-1M,5.7899601708972535
519,23,medium,2.8653328,0.07894454,MovieLens-1M,3.1780538303479458
520,24,medium,3.0213563,0.13072312,MovieLens-1M,3.2188758248682006
521,38,medium,2.4531868,0.053876996,MovieLens-1M,3.6635616461296463
522,21,medium,2.7660408,0.083072014,MovieLens-1M,3.091042453358316
523,100,medium,2.8733795,0.055640575,MovieLens-1M,4.61512051684126
524,58,medium,2.588193,0.08569873,MovieLens-1M,4.07753744390572
525,612,high,3.849018,0.05255431,MovieLens-1M,6.418364935936212
526,217,medium,3.051012,0.07915988,MovieLens-1M,5.384495062789089
527,364,high,3.385196,0.078577094,MovieLens-1M,5.8998973535824915
528,5,low,2.4471982,0.0099055935,MovieLens-1M,1.791759469228055
529,458,high,3.6254704,0.032698236,MovieLens-1M,6.129050210060545
530,114,medium,3.0039206,0.103484094,MovieLens-1M,4.74493212836325
531,2,low,3.6052904,0.08631666,MovieLens-1M,1.0986122886681098
532,33,medium,3.0313864,0.181286,MovieLens-1M,3.5263605246161616
533,2,low,3.290411,0.17825922,MovieLens-1M,1.0986122886681098
534,5,low,2.758968,0.08971008,MovieLens-1M,1.791759469228055
535,8,low,2.596905,0.1499972,MovieLens-1M,2.1972245773362196
536,319,high,3.4317245,0.04965011,MovieLens-1M,5.768320995793772
537,7,low,2.7282493,0.17064393,MovieLens-1M,2.0794415416798357
538,6,low,2.7300646,0.14115766,MovieLens-1M,1.9459101490553132
539,24,medium,2.4997156,0.058555294,MovieLens-1M,3.2188758248682006
540,3,low,3.2531273,0.08411348,MovieLens-1M,1.3862943611198906
541,7,low,3.7899406,0.09724133,MovieLens-1M,2.0794415416798357
542,27,medium,2.7590911,0.12823786,MovieLens-1M,3.332204510175204
543,30,medium,2.4553995,0.096181236,MovieLens-1M,3.4339872044851463
544,10,medium,3.1475334,0.067223094,MovieLens-1M,2.3978952727983707
545,19,medium,2.449384,0.09421143,MovieLens-1M,2.995732273553991
546,1,low,3.2402878,0.042718597,MovieLens-1M,0.6931471805599453
547,10,medium,2.7504776,0.15881164,MovieLens-1M,2.3978952727983707
548,92,medium,2.5575523,0.04300232,MovieLens-1M,4.532599493153256
549,29,medium,2.951638,0.11594574,MovieLens-1M,3.4011973816621555
550,20,medium,2.9277537,0.06626465,MovieLens-1M,3.044522437723423
551,2,low,3.1634424,0.09122979,MovieLens-1M,1.0986122886681098
552,26,medium,2.1439419,0.021399904,MovieLens-1M,3.295836866004329
553,107,medium,3.1249266,0.13187154,MovieLens-1M,4.68213122712422
554,16,medium,2.997823,0.11964088,MovieLens-1M,2.833213344056216
555,1,low,4.2716975,0.17957678,MovieLens-1M,0.6931471805599453
556,128,medium,3.0631244,0.029072143,MovieLens-1M,4.859812404361672
557,254,high,3.2395916,0.104175955,MovieLens-1M,5.541263545158426
558,588,high,3.6355972,0.037123073,MovieLens-1M,6.3784261836515865
559,891,high,4.22814,0.03781096,MovieLens-1M,6.79346613258001
560,2020,high,4.942865,0.064379305,MovieLens-1M,7.611347717403621
561,993,high,4.028566,0.05043685,MovieLens-1M,6.901737206656574
562,811,high,3.7509625,0.06977982,MovieLens-1M,6.699500340161678
563,2219,high,4.8755274,0.032534704,MovieLens-1M,7.705262474866325
564,502,high,3.90108,0.0354599,MovieLens-1M,6.220590170099739
565,719,high,4.1284394,0.05279955,MovieLens-1M,6.579251212010101
566,314,high,3.6276407,0.056527406,MovieLens-1M,5.752572638825633
567,621,high,4.01578,0.039045453,MovieLens-1M,6.432940092739179
568,6,low,2.818036,0.14543611,MovieLens-1M,1.9459101490553132
569,208,medium,3.4822052,0.039476454,MovieLens-1M,5.342334251964811
570,13,medium,2.8697147,0.10988357,MovieLens-1M,2.6390573296152584
571,29,medium,2.7093365,0.09803761,MovieLens-1M,3.4011973816621555
572,17,medium,2.8067408,0.082614675,MovieLens-1M,2.8903717578961645
573,93,medium,3.0641568,0.08442533,MovieLens-1M,4.543294782270004
574,11,medium,3.1560838,0.049308263,MovieLens-1M,2.4849066497880004
575,2038,high,4.7507358,0.03708346,MovieLens-1M,7.620214770574455
576,17,medium,2.504824,0.09042828,MovieLens-1M,2.8903717578961645
577,315,high,3.5291138,0.035049886,MovieLens-1M,5.755742213586912
578,46,medium,3.166455,0.04765695,MovieLens-1M,3.8501476017100584
579,10,medium,2.1711757,0.34976006,MovieLens-1M,2.3978952727983707
580,50,medium,2.854782,0.12027327,MovieLens-1M,3.9318256327243257
581,1,low,4.4781694,0.14993119,MovieLens-1M,0.6931471805599453
582,53,medium,3.2006524,0.05497074,MovieLens-1M,3.9889840465642745
583,131,medium,3.0558033,0.12593223,MovieLens-1M,4.882801922586371
584,8,low,3.218175,0.16614427,MovieLens-1M,2.1972245773362196
585,1,low,3.5096254,0.04748297,MovieLens-1M,0.6931471805599453
586,7,low,2.2634125,0.14202543,MovieLens-1M,2.0794415416798357
587,24,medium,2.806956,0.15899482,MovieLens-1M,3.2188758248682006
588,1,low,3.6416829,0.03681513,MovieLens-1M,0.6931471805599453
589,1,low,3.5729675,0.009918424,MovieLens-1M,0.6931471805599453
590,4,low,3.2826452,0.05444328,MovieLens-1M,1.6094379124341003
591,66,medium,2.4525912,0.079248294,MovieLens-1M,4.204692619390966
592,341,high,3.3377275,0.05772291,MovieLens-1M,5.834810737062605
593,3,low,3.1880963,0.084211715,MovieLens-1M,1.3862943611198906
594,11,medium,3.5164278,0.111364216,MovieLens-1M,2.4849066497880004
595,10,medium,2.7523308,0.14159779,MovieLens-1M,2.3978952727983707
596,11,medium,2.8684719,0.08609705,MovieLens-1M,2.4849066497880004
597,39,medium,2.4412448,0.1048179,MovieLens-1M,3.6888794541139363
598,31,medium,2.7227278,0.023498377,MovieLens-1M,3.4657359027997265
599,9,low,2.9752572,0.024067512,MovieLens-1M,2.302585092994046
600,20,medium,2.629668,0.12746188,MovieLens-1M,3.044522437723423
601,12,medium,2.773117,0.0329149,MovieLens-1M,2.5649493574615367
602,10,medium,3.2982852,0.15342925,MovieLens-1M,2.3978952727983707
603,233,medium,2.8945029,0.039172232,MovieLens-1M,5.455321115357702
604,746,high,3.76293,0.04469172,MovieLens-1M,6.616065185132817
605,12,medium,3.1882331,0.11704014,MovieLens-1M,2.5649493574615367
606,46,medium,2.5540109,0.047302574,MovieLens-1M,3.8501476017100584
607,2,low,3.373763,0.10199221,MovieLens-1M,1.0986122886681098
608,243,high,3.242735,0.088813394,MovieLens-1M,5.497168225293202
609,9,low,3.2717934,0.07421363,MovieLens-1M,2.302585092994046
610,15,medium,2.7525742,0.060630333,MovieLens-1M,2.772588722239781
611,266,high,3.537671,0.013503278,MovieLens-1M,5.58724865840025
612,42,medium,2.4286127,0.07893376,MovieLens-1M,3.7612001156935624
613,133,medium,2.9428003,0.069604866,MovieLens-1M,4.897839799950911
614,2,low,3.4651043,0.11364359,MovieLens-1M,1.0986122886681098
615,22,medium,3.122008,0.10920416,MovieLens-1M,3.1354942159291497
616,1,low,4.1128697,0.17055403,MovieLens-1M,0.6931471805599453
617,6,low,3.5067034,0.29138792,MovieLens-1M,1.9459101490553132
618,37,medium,3.4288948,0.0465012,MovieLens-1M,3.6375861597263857
619,19,medium,3.1775723,0.1481973,MovieLens-1M,2.995732273553991
620,48,medium,3.5175524,0.048123263,MovieLens-1M,3.8918202981106265
621,290,high,3.387825,0.03147308,MovieLens-1M,5.673323267171493
622,97,medium,2.779423,0.08632162,MovieLens-1M,4.584967478670572
623,135,medium,3.2797434,0.058014415,MovieLens-1M,4.912654885736052
624,251,high,2.8670514,0.045479283,MovieLens-1M,5.529429087511423
625,1,low,3.6170604,0.06800568,MovieLens-1M,0.6931471805599453
626,29,medium,2.9748945,0.07798251,MovieLens-1M,3.4011973816621555
627,11,medium,3.384545,0.045128476,MovieLens-1M,2.4849066497880004
628,3,low,3.2588751,0.09552534,MovieLens-1M,1.3862943611198906
629,13,medium,3.3112729,0.08299445,MovieLens-1M,2.6390573296152584
630,1,low,3.4079826,0.12779139,MovieLens-1M,0.6931471805599453
631,21,medium,2.438656,0.07980261,MovieLens-1M,3.091042453358316
632,43,medium,3.0962982,0.035416,MovieLens-1M,3.784189633918261
633,13,medium,3.4369354,0.16570668,MovieLens-1M,2.6390573296152584
634,26,medium,2.858287,0.07364852,MovieLens-1M,3.295836866004329
635,52,medium,2.5831811,0.031113153,MovieLens-1M,3.970291913552122
636,1,low,3.595995,0.011303996,MovieLens-1M,0.6931471805599453
637,15,medium,2.313166,0.16990466,MovieLens-1M,2.772588722239781
638,63,medium,2.380286,0.0067251804,MovieLens-1M,4.1588830833596715
639,1,low,4.149329,0.17379545,MovieLens-1M,0.6931471805599453
640,15,medium,2.7352397,0.10416717,MovieLens-1M,2.772588722239781
641,8,low,2.5802977,0.036817238,MovieLens-1M,2.1972245773362196
642,27,medium,2.8707821,0.037965756,MovieLens-1M,3.332204510175204
643,1,low,2.9948266,0.16757241,MovieLens-1M,0.6931471805599453
644,90,medium,2.6739185,0.103848994,MovieLens-1M,4.51085950651685
645,334,high,3.4065933,0.07977828,MovieLens-1M,5.814130531825066
646,52,medium,2.8308694,0.108481236,MovieLens-1M,3.970291913552122
647,6,low,3.1128318,0.08830564,MovieLens-1M,1.9459101490553132
648,8,low,3.1550748,0.123992756,MovieLens-1M,2.1972245773362196
649,1,low,3.2457144,0.045313742,MovieLens-1M,0.6931471805599453
650,102,medium,2.8121536,0.019838104,MovieLens-1M,4.634728988229636
651,31,medium,2.776986,0.036564317,MovieLens-1M,3.4657359027997265
652,6,low,3.0212085,0.16289666,MovieLens-1M,1.9459101490553132
653,1,low,3.8345807,0.2440493,MovieLens-1M,0.6931471805599453
654,19,medium,2.5543063,0.11560311,MovieLens-1M,2.995732273553991
655,65,medium,2.5777197,0.005711829,MovieLens-1M,4.189654742026425
656,389,high,3.6423767,0.016686806,MovieLens-1M,5.966146739123692
657,18,medium,2.7595565,0.17304716,MovieLens-1M,2.9444389791664403
658,138,medium,3.178767,0.045394063,MovieLens-1M,4.9344739331306915
659,20,medium,2.4196393,0.1700188,MovieLens-1M,3.044522437723423
660,1,low,4.1211076,0.2364624,MovieLens-1M,0.6931471805599453
661,137,medium,2.876229,0.076852135,MovieLens-1M,4.927253685157205
662,2,low,3.2100995,0.08685482,MovieLens-1M,1.0986122886681098
663,10,medium,2.4127767,0.07033832,MovieLens-1M,2.3978952727983707
664,1,low,3.8933518,0.052668087,MovieLens-1M,0.6931471805599453
665,816,high,4.0370727,0.07360681,MovieLens-1M,6.705639094860003
666,1,low,3.625518,0.02025632,MovieLens-1M,0.6931471805599453
667,51,medium,3.2847226,0.1488288,MovieLens-1M,3.9512437185814275
668,443,high,3.6242874,0.075490125,MovieLens-1M,6.095824562432225
669,32,medium,2.7469676,0.054162093,MovieLens-1M,3.4965075614664802
670,238,medium,3.753186,0.040979672,MovieLens-1M,5.476463551931511
671,33,medium,2.935236,0.10059105,MovieLens-1M,3.5263605246161616
672,22,medium,3.1809778,0.1395309,MovieLens-1M,3.1354942159291497
673,601,high,4.1741157,0.027051007,MovieLens-1M,6.400257445308821
674,22,medium,2.955815,0.12540168,MovieLens-1M,3.1354942159291497
675,8,low,3.017318,0.104707696,MovieLens-1M,2.1972245773362196
676,143,medium,3.0818188,0.041470103,MovieLens-1M,4.969813299576001
677,1,low,3.3705103,0.03125296,MovieLens-1M,0.6931471805599453
678,1197,high,4.350838,0.07826883,MovieLens-1M,7.088408778675395
679,8,low,2.8860445,0.10162146,MovieLens-1M,2.1972245773362196
680,13,medium,3.0508316,0.07692386,MovieLens-1M,2.6390573296152584
681,5,low,3.2861164,0.061749585,MovieLens-1M,1.791759469228055
682,7,low,3.2420702,0.040555265,MovieLens-1M,2.0794415416798357
683,1,low,3.7443447,0.19322045,MovieLens-1M,0.6931471805599453
684,3,low,3.1185677,0.055995587,MovieLens-1M,1.3862943611198906
685,1,low,3.6137874,0.035758443,MovieLens-1M,0.6931471805599453
686,46,medium,2.9723787,0.06805479,MovieLens-1M,3.8501476017100584
687,15,medium,2.967657,0.11501617,MovieLens-1M,2.772588722239781
688,29,medium,2.5913851,0.07016549,MovieLens-1M,3.4011973816621555
